GADS;TIPS;MARKA;IG;VECUMS;SEDVIETAS;GARUMS;PLATUMS;KRAVNESIBA;VAI_JAUNS;VIETA_NOV;VIETA_PILS;VIETA_NUTS3;SKAITS;BURTS;Vecums_X
2023;Airu laiva;GLADIATOR;2022;1;5;3,20;1,50;575;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,20;1,50;575;Lietots;Ādažu novads;Ādažu novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Balvu novads;Balvu novads;Latgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Bauskas novads;Bauskas novads;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Cēsu novads;Cēsu novads;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Dobeles novads;Dobeles novads;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Jelgava;JELGAVA;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Jelgavas novads;Jelgavas novads;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Jelgavas novads;Jelgavas novads;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Jēkabpils;JĒKABPILS;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Jūrmala;JŪRMALA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Madonas novads;MADONA;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Mārupes novads;Mārupes novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Ropažu novads;Ropažu novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Rīga;RĪGA;Rīga;8;G;8
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Salaspils novads;SALASPILS;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Siguldas novads;SIGULDA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Talsu novads;TALSI;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Tukuma novads;TUKUMS;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Ventspils novads;Ventspils novads;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;438;Lietots;Ādažu novads;Ādažu novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,30;1,54;478;Lietots;Rīga;RĪGA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,50;1,54;438;Lietots;Rīga;RĪGA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,80;1,78;650;Lietots;Jūrmala;JŪRMALA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,80;1,78;650;Lietots;Liepāja;LIEPĀJA;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,80;1,78;650;Lietots;Mārupes novads;Mārupes novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,80;1,78;650;Lietots;Ropažu novads;Ropažu novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,80;1,78;650;Lietots;Rīga;RĪGA;Rīga;2;G;2
2023;Airu laiva;GLADIATOR;2022;1;5;3,80;1,78;650;Lietots;Smiltenes novads;SMILTENE;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;5;3,80;1,78;650;Lietots;Valmieras novads;Valmieras novads;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,40;1,50;625;Lietots;Cēsu novads;CĒSIS;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,40;1,50;625;Lietots;Mārupes novads;Mārupes novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,40;1,50;625;Lietots;Rēzeknes novads;Rēzeknes novads;Latgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,40;1,50;625;Lietots;Rīga;RĪGA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,40;1,50;625;Lietots;Valmiera;VALMIERA;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,40;1,50;625;Lietots;Ādažu novads;Ādažu novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Balvu novads;Balvu novads;Latgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Balvu novads;Balvu novads;Latgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Cēsu novads;CĒSIS;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Cēsu novads;Cēsu novads;Vidzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Dobeles novads;Dobeles novads;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Dobeles novads;Dobeles novads;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Jelgava;JELGAVA;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Jūrmala;JŪRMALA;Rīga;2;G;2
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Kuldīgas novads;Kuldīgas novads;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Rīga;RĪGA;Rīga;7;G;7
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Saldus novads;Saldus novads;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Siguldas novads;SIGULDA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;6;3,70;1,72;597;Lietots;Ķekavas novads;Ķekavas novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;7;4,20;1,90;719;Lietots;Bauskas novads;Bauskas novads;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;7;4,20;1,90;719;Lietots;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;7;4,20;1,90;719;Lietots;Jelgava;JELGAVA;Zemgale;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;7;4,20;1,90;719;Lietots;Jūrmala;JŪRMALA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;7;4,20;1,90;719;Lietots;Mārupes novads;Mārupes novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;7;4,20;1,90;719;Lietots;Olaines novads;Olaines novads;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;7;4,20;1,90;719;Lietots;Rīga;RĪGA;Rīga;1;G;1
2023;Airu laiva;GLADIATOR;2022;1;7;4,20;1,90;719;Lietots;Talsu novads;TALSI;Kurzeme;1;G;1
2023;Airu laiva;GLADIATOR;2023;0;4;3,50;1,67;500;Jauns;Jūrmala;JŪRMALA;Rīga;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;4;3,50;1,67;500;Jauns;Rīga;RĪGA;Rīga;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;5;3,30;1,54;438;Jauns;Daugavpils;DAUGAVPILS;Latgale;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;5;3,30;1,54;438;Jauns;Līvānu novads;Līvānu novads;Latgale;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;5;3,30;1,54;438;Jauns;Mārupes novads;Mārupes novads;Rīga;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;5;3,30;1,54;438;Jauns;Rīga;RĪGA;Rīga;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;5;3,30;1,54;438;Jauns;Siguldas novads;SIGULDA;Rīga;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;5;3,80;1,78;650;Jauns;Rīga;RĪGA;Rīga;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;5;3,80;1,78;650;Jauns;Salaspils novads;SALASPILS;Rīga;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;6;3,40;1,50;625;Jauns;Jūrmala;JŪRMALA;Rīga;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;6;3,70;1,72;597;Jauns;Jelgava;JELGAVA;Zemgale;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;6;3,70;1,72;597;Jauns;Rēzekne;RĒZEKNE;Latgale;1;G;0
2023;Airu laiva;GLADIATOR;2023;0;6;3,70;1,72;597;Jauns;Ventspils novads;Ventspils novads;Kurzeme;1;G;0
2023;Airu laiva;GROT;2008;15;3;3,50;1,75;700;Lietots;Rīga;RĪGA;Rīga;1;G;15
2023;Airu laiva;HIBO;2011;12;4;3,00;1,51;440;Lietots;Rīga;RĪGA;Rīga;1;H;12
2023;Airu laiva;HONDA;2018;5;7;3,95;1,89;1050;Lietots;Rīga;RĪGA;Rīga;1;H;5
2023;Airu laiva;HONDA;2023;0;5;3,50;1,70;700;Jauns;Krāslavas novads;KRĀSLAVA;Latgale;1;H;0
2023;Airu laiva;HONWAVE;2012;11;5;3,90;1,70;950;Lietots;Ropažu novads;Ropažu novads;Rīga;1;H;11
2023;Airu laiva;KAZANKA;1970;53;4;4,65;1,26;400;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;K;53
2023;Airu laiva;KAZANKA;1976;47;4;4,60;1,26;400;Lietots;Valmieras novads;Valmieras novads;Vidzeme;1;K;47
2023;Airu laiva;KAZANKA;1982;41;3;4,60;1,20;320;Lietots;Valkas novads;VALKA;Vidzeme;1;K;41
2023;Airu laiva;KOLIBRI;2022;1;2;2,80;1,44;350;Lietots;Augšdaugavas novads;Augšdaugavas novads;Latgale;1;K;1
2023;Airu laiva;LAIBA;2022;1;2;3,20;1,20;170;Lietots;Balvu novads;Balvu novads;Latgale;1;L;1
2023;Airu laiva;LAIBA;2023;0;2;3,20;1,20;170;Jauns;Krāslavas novads;Krāslavas novads;Latgale;1;L;0
2023;Airu laiva;LATREX;2015;8;4;4,40;1,45;385;Lietots;Rēzekne;RĒZEKNE;Latgale;1;L;8
2023;Airu laiva;LATREX;2022;1;2;2,77;1,40;250;Lietots;Rīga;RĪGA;Rīga;1;L;1
2023;Airu laiva;LATREX;2022;1;3;3,44;1,40;300;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;L;1
2023;Airu laiva;LATREX;2022;1;3;3,44;1,40;300;Lietots;Valkas novads;VALKA;Vidzeme;1;L;1
2023;Airu laiva;LATREX;2022;1;3;3,44;1,40;300;Lietots;Valmieras novads;Valmieras novads;Vidzeme;1;L;1
2023;Airu laiva;LATREX;2022;1;3;3,44;1,45;285;Lietots;Krāslavas novads;Krāslavas novads;Latgale;1;L;1
2023;Airu laiva;LATREX;2022;1;3;4,00;1,40;300;Lietots;Ādažu novads;Ādažu novads;Rīga;1;L;1
2023;Airu laiva;LATREX;2022;1;3;4,00;1,40;300;Lietots;Ķekavas novads;Ķekavas novads;Rīga;1;L;1
2023;Airu laiva;LATREX;2023;0;3;3,44;1,45;285;Jauns;Rīga;RĪGA;Rīga;1;L;0
2023;Airu laiva;LATREX;2023;0;3;3,45;1,45;285;Jauns;Rēzekne;RĒZEKNE;Latgale;1;L;0
2023;Airu laiva;LATREX;2023;0;3;4,00;1,45;300;Jauns;Balvu novads;Balvu novads;Latgale;1;L;0
2023;Airu laiva;LATREX;2023;0;3;4,00;1,45;300;Jauns;Daugavpils;DAUGAVPILS;Latgale;1;L;0
2023;Airu laiva;LATREX;2023;0;3;4,00;1,45;300;Jauns;Rēzekne;RĒZEKNE;Latgale;1;L;0
2023;Airu laiva;LATREX;2023;0;3;4,00;1,45;300;Jauns;Rēzeknes novads;Rēzeknes novads;Latgale;1;L;0
2023;Airu laiva;LATREX;2023;0;4;4,40;1,45;385;Jauns;Jēkabpils novads;Jēkabpils novads;Zemgale;1;L;0
2023;Airu laiva;LATREX;2023;0;4;4,60;1,60;400;Jauns;Limbažu novads;Limbažu novads;Vidzeme;1;L;0
2023;Airu laiva;LATREX;2023;0;5;4,50;1,90;600;Jauns;Ķekavas novads;Ķekavas novads;Rīga;2;L;0
2023;Airu laiva;LINDER;1995;28;3;4,10;1,53;225;Lietots;Rīga;RĪGA;Rīga;1;L;28
2023;Airu laiva;LOTTA;2013;10;3;3,15;1,43;280;Lietots;Preiļu novads;PREIĻI;Latgale;1;L;10
2023;Airu laiva;NAPSA;2002;21;3;4,50;1,30;225;Lietots;Rīga;RĪGA;Rīga;1;N;21
2023;Airu laiva;PAŠBŪVĒTA;1990;33;4;4,30;1,39;400;Lietots;Saulkrastu novads;Saulkrastu novads;Vidzeme;1;P;33
2023;Airu laiva;PAŠBŪVĒTA;1998;25;5;3,95;1,66;500;Lietots;Krāslavas novads;KRĀSLAVA;Latgale;1;P;25
2023;Airu laiva;PAŠBŪVĒTA;2007;16;3;4,20;1,50;360;Lietots;Rēzeknes novads;Rēzeknes novads;Latgale;1;P;16
2023;Airu laiva;PAŠBŪVĒTA;2010;13;2;2,50;1,25;200;Lietots;Augšdaugavas novads;Augšdaugavas novads;Latgale;1;P;13
2023;Airu laiva;PAŠBŪVĒTA;2010;13;4;4,20;1,60;450;Lietots;Rēzeknes novads;Rēzeknes novads;Latgale;1;P;13
2023;Airu laiva;PAŠBŪVĒTA;2013;10;5;3,90;1,46;450;Lietots;Krāslavas novads;Krāslavas novads;Latgale;1;P;10
2023;Airu laiva;PAŠBŪVĒTA;2016;7;3;5,60;1,30;350;Lietots;Smiltenes novads;Smiltenes novads;Vidzeme;1;P;7
2023;Airu laiva;PAŠBŪVĒTA;2018;5;2;3,20;1,20;250;Lietots;Siguldas novads;SIGULDA;Rīga;1;P;5
2023;Airu laiva;PAŠBŪVĒTA;2019;4;3;4,10;1,44;375;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;4
2023;Airu laiva;PAŠBŪVĒTA;2019;4;3;4,20;1,50;400;Lietots;Talsu novads;Talsu novads;Kurzeme;1;P;4
2023;Airu laiva;PAŠBŪVĒTA;2020;3;2;2,95;1,48;200;Lietots;Augšdaugavas novads;Augšdaugavas novads;Latgale;1;P;3
2023;Airu laiva;PAŠBŪVĒTA;2020;3;3;4,07;1,37;375;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;3
2023;Airu laiva;PAŠBŪVĒTA;2020;3;3;4,08;1,44;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;3
2023;Airu laiva;PAŠBŪVĒTA;2020;3;3;4,09;1,43;375;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;3
2023;Airu laiva;PAŠBŪVĒTA;2020;3;3;4,10;1,38;370;Lietots;Tukuma novads;Tukuma novads;Kurzeme;2;P;6
2023;Airu laiva;PAŠBŪVĒTA;2020;3;3;5,40;1,30;300;Lietots;Jēkabpils novads;Jēkabpils novads;Zemgale;1;P;3
2023;Airu laiva;PAŠBŪVĒTA;2020;3;4;4,36;1,41;450;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;3
2023;Airu laiva;PAŠBŪVĒTA;2020;3;4;4,45;1,45;400;Lietots;Preiļu novads;Preiļu novads;Latgale;1;P;3
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;3,10;1,60;300;Lietots;Daugavpils;DAUGAVPILS;Latgale;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;3,15;1,45;300;Lietots;Daugavpils;DAUGAVPILS;Latgale;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;3,60;1,45;250;Lietots;Alūksnes novads;ALŪKSNE;Vidzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,06;1,37;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,07;1,43;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,08;1,34;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,08;1,44;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,10;1,37;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;2;P;4
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,20;1,52;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,20;1,53;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,21;1,52;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,21;1,53;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;2;P;4
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,21;1,54;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;3;4,25;1,35;300;Lietots;Preiļu novads;PREIĻI;Latgale;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2021;2;4;4,17;1,55;450;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;2
2023;Airu laiva;PAŠBŪVĒTA;2022;1;3;3,20;1,50;400;Lietots;Bauskas novads;BAUSKA;Zemgale;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;3;3,50;1,20;350;Lietots;Krāslavas novads;Krāslavas novads;Latgale;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;3;4,10;1,36;350;Lietots;Tukuma novads;Tukuma novads;Kurzeme;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;3;4,20;1,51;400;Lietots;Tukuma novads;Tukuma novads;Kurzeme;4;P;4
2023;Airu laiva;PAŠBŪVĒTA;2022;1;3;4,40;1,20;350;Lietots;Preiļu novads;Preiļu novads;Latgale;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;3;5,20;1,10;350;Lietots;Preiļu novads;PREIĻI;Latgale;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;4;3,95;1,46;400;Lietots;Limbažu novads;LIMBAŽI;Vidzeme;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;4;4,10;1,54;320;Lietots;Limbažu novads;Limbažu novads;Vidzeme;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;4;4,65;1,45;500;Lietots;Ludzas novads;Ludzas novads;Latgale;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;4;5,50;1,40;450;Lietots;Cēsu novads;Cēsu novads;Vidzeme;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;5;3,85;1,54;600;Lietots;Kuldīgas novads;Kuldīgas novads;Kurzeme;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2022;1;5;4,96;1,44;460;Lietots;Bauskas novads;Bauskas novads;Zemgale;1;P;1
2023;Airu laiva;PAŠBŪVĒTA;2023;0;2;4,07;1,17;280;Jauns;Rēzeknes novads;Rēzeknes novads;Latgale;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;3;4,10;1,20;380;Jauns;Valmieras novads;Valmieras novads;Vidzeme;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;3;4,10;1,38;300;Jauns;Limbažu novads;LIMBAŽI;Vidzeme;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;3;4,13;1,43;400;Jauns;Aizkraukles novads;Aizkraukles novads;Zemgale;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;3;4,20;1,20;350;Jauns;Preiļu novads;Preiļu novads;Latgale;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;3;4,20;1,57;400;Jauns;Talsu novads;Talsu novads;Kurzeme;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;3;4,45;1,40;300;Jauns;Augšdaugavas novads;Augšdaugavas novads;Latgale;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;3;4,50;1,40;350;Jauns;Tukuma novads;Tukuma novads;Kurzeme;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;3;4,70;0,90;210;Jauns;Kuldīgas novads;Kuldīgas novads;Kurzeme;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;3,50;1,30;320;Jauns;Alūksnes novads;ALŪKSNE;Vidzeme;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;4,00;1,45;400;Jauns;Jelgava;JELGAVA;Zemgale;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;4,20;1,48;400;Jauns;Krāslavas novads;Krāslavas novads;Latgale;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;4,20;1,50;400;Jauns;Rīga;RĪGA;Rīga;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;4,20;1,60;400;Jauns;Rīga;RĪGA;Rīga;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;4,20;1,60;500;Jauns;Talsu novads;Talsu novads;Kurzeme;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;4,25;1,57;400;Jauns;Rīga;RĪGA;Rīga;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;4,30;1,62;480;Jauns;Ventspils novads;Ventspils novads;Kurzeme;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;4,60;1,40;450;Jauns;Daugavpils;DAUGAVPILS;Latgale;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;4;4,80;1,28;420;Jauns;Liepāja;LIEPĀJA;Kurzeme;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;2023;0;6;4,19;1,57;600;Jauns;Rīga;RĪGA;Rīga;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;;;3;3,20;1,40;300;Lietots;Rēzekne;RĒZEKNE;Latgale;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;;;4;3,92;1,43;280;Lietots;Rīga;RĪGA;Rīga;1;P;0
2023;Airu laiva;PAŠBŪVĒTA;;;;;;;Lietots;Augšdaugavas novads;Augšdaugavas novads;Latgale;1;P;0
2023;Airu laiva;PELLA;1989;34;4;3,60;1,20;300;Lietots;Valmieras novads;Valmieras novads;Vidzeme;1;P;34
2023;Airu laiva;ROMANTIK;1992;31;3;3,50;1,30;300;Lietots;Krāslavas novads;Krāslavas novads;Latgale;1;R;31
2023;Airu laiva;TERHI;2001;22;4;3,80;1,50;315;Lietots;Siguldas novads;SIGULDA;Rīga;5;T;110
2023;Airu laiva;TERHI;2023;0;4;3,80;1,50;315;Jauns;Ventspils;VENTSPILS;Kurzeme;1;T;0
2023;Airu laiva;TERHI;2023;0;4;4,01;1,50;315;Jauns;Rīga;RĪGA;Rīga;1;T;0
2023;Airu laiva;TERHI;2023;0;4;4,40;1,75;405;Jauns;Ķekavas novads;Ķekavas novads;Rīga;1;T;0
2023;Airu laiva;TERHI;2023;0;4;4,78;1,48;420;Jauns;Saldus novads;Saldus novads;Kurzeme;2;T;0
2023;Airu laiva;WAVE FUN;2021;2;6;3,60;1,73;710;Lietots;Rīga;RĪGA;Rīga;1;W;2
2023;Airu laiva;WAVE FUN;2023;0;3;2,85;1,35;425;Jauns;Ogres novads;OGRE;Vidzeme;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;4;3,30;1,55;590;Jauns;Rīga;RĪGA;Rīga;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;4;3,30;1,55;590;Jauns;Valmiera;VALMIERA;Vidzeme;2;W;0
2023;Airu laiva;WAVE FUN;2023;0;4;3,30;1,55;590;Jauns;Ķekavas novads;Ķekavas novads;Rīga;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;5;3,30;1,55;590;Jauns;Jūrmala;JŪRMALA;Rīga;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;5;3,30;1,55;590;Jauns;Rīga;RĪGA;Rīga;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;6;3,60;1,73;710;Jauns;Aizkraukles novads;Aizkraukles novads;Zemgale;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;6;3,60;1,73;710;Jauns;Jūrmala;JŪRMALA;Rīga;3;W;0
2023;Airu laiva;WAVE FUN;2023;0;6;3,60;1,73;710;Jauns;Madonas novads;Madonas novads;Vidzeme;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;6;3,60;1,73;710;Jauns;Rīga;RĪGA;Rīga;2;W;0
2023;Airu laiva;WAVE FUN;2023;0;6;3,60;1,76;710;Jauns;Ropažu novads;Ropažu novads;Rīga;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;8;4,20;1,92;1087;Jauns;Ogres novads;Ogres novads;Vidzeme;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;8;4,20;1,92;1087;Jauns;Rīga;RĪGA;Rīga;2;W;0
2023;Airu laiva;WAVE FUN;2023;0;8;4,20;1,92;1087;Jauns;Valmieras novads;Valmieras novads;Vidzeme;1;W;0
2023;Airu laiva;WAVE FUN;2023;0;8;4,20;1,92;1087;Jauns;Valmieras novads;Valmieras novads;Vidzeme;1;W;0
2023;Kuteris;AQUAMAR;2006;17;7;5,95;2,30;600;Lietots;Jūrmala;JŪRMALA;Rīga;1;A;17
2023;Kuteris;ATLANTIC MARINE;2023;0;7;6,55;2,50;950;Jauns;Krāslavas novads;Krāslavas novads;Latgale;1;A;0
2023;Kuteris;BAVARIA;2005;18;8;9,28;2,98;1000;Lietots;Rīga;RĪGA;Rīga;1;B;18
2023;Kuteris;BAYLINER;1986;37;7;7,10;2,45;800;Lietots;Mārupes novads;Mārupes novads;Rīga;1;B;37
2023;Kuteris;BAYLINER;1988;35;7;6,00;2,45;700;Lietots;Dienvidkurzemes novads;Dienvidkurzemes novads;Kurzeme;1;B;35
2023;Kuteris;BAYLINER;1988;35;8;7,21;2,44;850;Lietots;Ogres novads;OGRE;Vidzeme;1;B;35
2023;Kuteris;BAYLINER;1996;27;10;7,12;2,59;817;Lietots;Rīga;RĪGA;Rīga;1;B;27
